1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412217206 /> </measure>;02.12.2021 - 02:30:17 AM;111;127;
3;200;{t:19.38,ti:JSON,ts:1638412217512};02.12.2021 - 02:30:17 AM;4;34;
3;200;{t:19.38,ti:JSON,ts:1638412217909};02.12.2021 - 02:30:17 AM;3;34;
5;200;{ti:12.71};02.12.2021 - 02:30:18 AM;1;10;
3;200;{t:19.38,ti:JSON,ts:1638412218761};02.12.2021 - 02:30:18 AM;3;34;
3;200;{t:19.38,ti:JSON,ts:1638412219166};02.12.2021 - 02:30:19 AM;2;34;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjIxOTAwMXx0aXxsb3Jh};02.12.2021 - 02:30:19 AM;4;303;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjIxOTAzOXx0aXxsb3Jh};02.12.2021 - 02:30:19 AM;2;303;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412219573 /> </measure>;02.12.2021 - 02:30:19 AM;8;127;
4;200;t|19.07|ti|UL|ts|1638412219990;02.12.2021 - 02:30:20 AM;1;30;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412220386 /> </measure>;02.12.2021 - 02:30:20 AM;7;127;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412220792 /> </measure>;02.12.2021 - 02:30:20 AM;9;127;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412221335 /> </measure>;02.12.2021 - 02:30:21 AM;8;127;
4;200;t|19.07|ti|UL|ts|1638412221732;02.12.2021 - 02:30:21 AM;2;30;
4;200;t|19.07|ti|UL|ts|1638412222148;02.12.2021 - 02:30:22 AM;2;30;
7;200;t|19.07|ti|TEROS12|ts|1638412222548;02.12.2021 - 02:30:22 AM;2;35;
5;200;{:12.71};02.12.2021 - 02:30:23 AM;1;8;
7;200;t|19.07|ti|TEROS12|ts|1638412223360;02.12.2021 - 02:30:23 AM;1;35;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412223895</div>;02.12.2021 - 02:30:24 AM;133;97;
4;200;t|19.07|ti|UL|ts|1638412224152;02.12.2021 - 02:30:24 AM;0;30;
7;200;t|19.07|ti|TEROS12|ts|1638412224631;02.12.2021 - 02:30:24 AM;1;35;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjIyNDczM3x0aXxsb3Jh};02.12.2021 - 02:30:25 AM;5;303;
7;200;t|19.07|ti|TEROS12|ts|1638412225047;02.12.2021 - 02:30:25 AM;0;35;
5;200;2584.5 33g8k;02.12.2021 - 02:30:25 AM;0;12;
5;400;"	2584.5 33";;;;
"g8k""";02.12.2021 - 02:30:25 AM;0;15;;;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjIyNTY1MHx0aXxsb3Jh};02.12.2021 - 02:30:25 AM;1;303;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412226230 /> </measure>;02.12.2021 - 02:30:26 AM;11;127;
3;200;{t:19.38,ti:JSON,ts:1638412226620};02.12.2021 - 02:30:26 AM;3;34;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412227017 /> </measure>;02.12.2021 - 02:30:27 AM;8;127;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjIyNjk1MXx0aXxsb3Jh};02.12.2021 - 02:30:27 AM;7;303;
4;200;t|19.07|ti|UL|ts|1638412227411;02.12.2021 - 02:30:27 AM;2;30;
4;200;t|19.07|ti|UL|ts|1638412227802;02.12.2021 - 02:30:27 AM;2;30;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412228199</div>;02.12.2021 - 02:30:28 AM;4;97;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjIyODI0MXx0aXxsb3Jh};02.12.2021 - 02:30:28 AM;3;303;
3;200;{t:19.38,ti:JSON,ts:1638412228596};02.12.2021 - 02:30:28 AM;1;34;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412229063 /> </measure>;02.12.2021 - 02:30:29 AM;14;127;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412229446</div>;02.12.2021 - 02:30:29 AM;4;97;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412229864</div>;02.12.2021 - 02:30:29 AM;1;97;
4;200;t|19.07|ti|UL|ts|1638412230262;02.12.2021 - 02:30:30 AM;2;30;
5;200;<div title=Current Temperature>17K</div>;02.12.2021 - 02:30:30 AM;2;40;
4;200;t|19.07|ti|UL|ts|1638412231053;02.12.2021 - 02:30:31 AM;3;30;
3;200;{t:19.38,ti:JSON,ts:1638412231451};02.12.2021 - 02:30:31 AM;2;34;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412231849 /> </measure>;02.12.2021 - 02:30:31 AM;7;127;
4;200;t|19.07|ti|UL|ts|1638412232234;02.12.2021 - 02:30:32 AM;2;30;
5;200;<?xml version=1.0 encoding=UTF-8?><measure dev=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=20.45 />;02.12.2021 - 02:30:32 AM;2;101;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjIzMjcxOHx0aXxsb3Jh};02.12.2021 - 02:30:33 AM;2;303;
3;200;{t:19.38,ti:JSON,ts:1638412233024};02.12.2021 - 02:30:33 AM;1;34;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412233420 /> </measure>;02.12.2021 - 02:30:33 AM;9;127;
5;200;<measure device=dht22><t value=20.45 />;02.12.2021 - 02:30:33 AM;9;39;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412234214</div>;02.12.2021 - 02:30:34 AM;2;97;
4;200;t|19.07|ti|UL|ts|1638412234609;02.12.2021 - 02:30:34 AM;2;30;
4;200;t|19.07|ti|UL|ts|1638412235015;02.12.2021 - 02:30:35 AM;0;30;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412235413 /> </measure>;02.12.2021 - 02:30:35 AM;6;127;
3;200;{t:19.38,ti:JSON,ts:1638412235802};02.12.2021 - 02:30:35 AM;3;34;
4;200;t|19.07|ti|UL|ts|1638412236194;02.12.2021 - 02:30:36 AM;2;30;
7;200;t|19.07|ti|TEROS12|ts|1638412236621;02.12.2021 - 02:30:36 AM;2;35;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412237055 /> </measure>;02.12.2021 - 02:30:37 AM;8;127;
5;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><temp value=20.45 />;02.12.2021 - 02:30:37 AM;8;73;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjIzNzM4M3x0aXxsb3Jh};02.12.2021 - 02:30:37 AM;2;303;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412237870 /> </measure>;02.12.2021 - 02:30:37 AM;13;127;
5;200;<div title=Current Temperature>17K</div>;02.12.2021 - 02:30:38 AM;13;40;
4;200;t|19.07|ti|UL|ts|1638412238648;02.12.2021 - 02:30:38 AM;1;30;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412239041</div>;02.12.2021 - 02:30:39 AM;3;97;
5;200;<!DOCTYPE html><div title=Current Temperature>17°C</div>;02.12.2021 - 02:30:39 AM;3;56;
5;200;<?xml version=1.0 encoding=UTF-8?><key=4jggokgpepnvsb2uv4s40d59ov><t value=20.45 />;02.12.2021 - 02:30:39 AM;3;83;
5;200;<?xml version=1.0 encoding=UTF-8?><measure device=dht22><t value=20.45 />;02.12.2021 - 02:30:40 AM;3;73;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjI0MDM3MXx0aXxsb3Jh};02.12.2021 - 02:30:40 AM;3;303;
3;200;{t:19.38,ti:JSON,ts:1638412240698};02.12.2021 - 02:30:40 AM;1;34;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjI0MDQ3OXx0aXxsb3Jh};02.12.2021 - 02:30:40 AM;1;303;
3;200;{t:19.38,ti:JSON,ts:1638412241051};02.12.2021 - 02:30:41 AM;2;34;
3;200;{t:19.38,ti:JSON,ts:1638412241440};02.12.2021 - 02:30:41 AM;2;34;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412241837 /> </measure>;02.12.2021 - 02:30:41 AM;10;127;
5;200;<div html>25</div>;02.12.2021 - 02:30:42 AM;10;18;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412242632</div>;02.12.2021 - 02:30:42 AM;4;97;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjI0MjQ2N3x0aXxsb3Jh};02.12.2021 - 02:30:42 AM;1;303;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412243022</div>;02.12.2021 - 02:30:43 AM;2;97;
7;200;t|19.07|ti|TEROS12|ts|1638412243421;02.12.2021 - 02:30:43 AM;1;35;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412243818 /> </measure>;02.12.2021 - 02:30:43 AM;7;127;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjI0MzY2MXx0aXxsb3Jh};02.12.2021 - 02:30:43 AM;0;303;
7;200;t|19.07|ti|TEROS12|ts|1638412244204;02.12.2021 - 02:30:44 AM;0;35;
4;200;t|19.07|ti|UL|ts|1638412244606;02.12.2021 - 02:30:44 AM;2;30;
4;200;t|19.07|ti|UL|ts|1638412245136;02.12.2021 - 02:30:45 AM;2;30;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412245531 /> </measure>;02.12.2021 - 02:30:45 AM;5;127;
7;200;t|19.07|ti|TEROS12|ts|1638412245920;02.12.2021 - 02:30:45 AM;1;35;
4;200;t|19.07|ti|UL|ts|1638412246322;02.12.2021 - 02:30:46 AM;1;30;
7;200;t|19.07|ti|TEROS12|ts|1638412246714;02.12.2021 - 02:30:46 AM;1;35;
5;400;2584.5 33;;;;
"g8k""";02.12.2021 - 02:30:47 AM;0;14;;;
4;200;t|19.07|ti|UL|ts|1638412247502;02.12.2021 - 02:30:47 AM;1;30;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412247898</div>;02.12.2021 - 02:30:47 AM;4;97;
7;200;t|19.07|ti|TEROS12|ts|1638412248298;02.12.2021 - 02:30:48 AM;0;35;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412248689 /> </measure>;02.12.2021 - 02:30:48 AM;5;127;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412249074</div>;02.12.2021 - 02:30:49 AM;4;97;
7;200;t|19.07|ti|TEROS12|ts|1638412249468;02.12.2021 - 02:30:49 AM;1;35;
5;400;"	2584.5 33 136g8k";02.12.2021 - 02:30:49 AM;0;17;
3;200;{t:19.38,ti:JSON,ts:1638412250426};02.12.2021 - 02:30:50 AM;2;34;
4;200;t|19.07|ti|UL|ts|1638412250817;02.12.2021 - 02:30:50 AM;2;30;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412251211 /> </measure>;02.12.2021 - 02:30:51 AM;4;127;
4;200;t|19.07|ti|UL|ts|1638412251609;02.12.2021 - 02:30:51 AM;1;30;
5;400;2584.5 33;;;;
"g8k""";02.12.2021 - 02:30:52 AM;0;14;;;
4;200;t|19.07|ti|UL|ts|1638412252375;02.12.2021 - 02:30:52 AM;1;30;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjI1MjQyN3x0aXxsb3Jh};02.12.2021 - 02:30:52 AM;2;303;
5;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><value=20.45 />;02.12.2021 - 02:30:52 AM;2;68;
5;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYyNjk3OTc0OTgwNA==};02.12.2021 - 02:30:53 AM;2;294;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjI1Mjk0NHx0aXxsb3Jh};02.12.2021 - 02:30:53 AM;1;303;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjI1Mjk4OXx0aXxsb3Jh};02.12.2021 - 02:30:53 AM;0;303;
7;200;t|19.07|ti|TEROS12|ts|1638412253542;02.12.2021 - 02:30:53 AM;1;35;
7;200;t|19.07|ti|TEROS12|ts|1638412253934;02.12.2021 - 02:30:53 AM;1;35;
5;200;tempo|12.55|t;02.12.2021 - 02:30:54 AM;0;13;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412254722 /> </measure>;02.12.2021 - 02:30:54 AM;8;127;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412255108</div>;02.12.2021 - 02:30:55 AM;3;97;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412255513 /> </measure>;02.12.2021 - 02:30:55 AM;7;127;
3;200;{t:19.38,ti:JSON,ts:1638412255920};02.12.2021 - 02:30:55 AM;6;34;
4;200;t|19.07|ti|UL|ts|1638412256306;02.12.2021 - 02:30:56 AM;1;30;
4;200;t|19.07|ti|UL|ts|1638412256699;02.12.2021 - 02:30:56 AM;1;30;
4;200;t|19.07|ti|UL|ts|1638412257081;02.12.2021 - 02:30:57 AM;1;30;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412257475</div>;02.12.2021 - 02:30:57 AM;4;97;
5;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYyNjk3OTc0OTgwNA==};02.12.2021 - 02:30:57 AM;4;268;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412258291 /> </measure>;02.12.2021 - 02:30:58 AM;8;127;
7;200;t|19.07|ti|TEROS12|ts|1638412258673;02.12.2021 - 02:30:58 AM;3;35;
7;200;t|19.07|ti|TEROS12|ts|1638412259089;02.12.2021 - 02:30:59 AM;0;35;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjI1OTE1OXx0aXxsb3Jh};02.12.2021 - 02:30:59 AM;1;303;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412259503 /> </measure>;02.12.2021 - 02:30:59 AM;3;127;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjI1OTQ5M3x0aXxsb3Jh};02.12.2021 - 02:30:59 AM;2;303;
7;200;t|19.07|ti|TEROS12|ts|1638412259886;02.12.2021 - 02:30:59 AM;1;35;
7;200;t|19.07|ti|TEROS12|ts|1638412260280;02.12.2021 - 02:31:00 AM;1;35;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412260830 /> </measure>;02.12.2021 - 02:31:00 AM;7;127;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412261216</div>;02.12.2021 - 02:31:01 AM;4;97;
4;200;t|19.07|ti|UL|ts|1638412261629;02.12.2021 - 02:31:01 AM;2;30;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412262023</div>;02.12.2021 - 02:31:02 AM;4;97;
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxMjI2MjEzOHx0aXxsb3Jh};02.12.2021 - 02:31:02 AM;2;303;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412262440 /> </measure>;02.12.2021 - 02:31:02 AM;5;127;
5;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYyNjk3OTc0OTgwNA==};02.12.2021 - 02:31:02 AM;5;271;
7;200;t|19.07|ti|TEROS12|ts|1638412263229;02.12.2021 - 02:31:03 AM;1;35;
4;200;t|19.07|ti|UL|ts|1638412263628;02.12.2021 - 02:31:03 AM;1;30;
3;200;{t:19.38,ti:JSON,ts:1638412264020};02.12.2021 - 02:31:04 AM;1;34;
2;200;<!DOCTYPE html><div id=temperature>19.67</div><div id=ti>HTML</div><div id=ts>1638412264412</div>;02.12.2021 - 02:31:04 AM;3;97;
4;200;t|19.07|ti|UL|ts|1638412264813;02.12.2021 - 02:31:04 AM;1;30;
7;200;t|19.07|ti|TEROS12|ts|1638412265203;02.12.2021 - 02:31:05 AM;0;35;
7;200;t|19.07|ti|TEROS12|ts|1638412265638;02.12.2021 - 02:31:05 AM;1;35;
4;200;t|19.07|ti|UL|ts|1638412266027;02.12.2021 - 02:31:06 AM;1;30;
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.67 /><ti value = XML /><ts value = 1638412266423 /> </measure>;02.12.2021 - 02:31:06 AM;6;127;
